Date, Value
2018-03-04T22:20:21Z,91
2018-03-04T22:20:27Z,89
2018-03-04T22:20:36Z,80
2018-03-04T22:20:41Z,74
2018-03-04T22:20:46Z,88
2018-03-04T22:21:06Z,90
2018-03-04T22:21:21Z,92
2018-03-04T22:21:31Z,90
2018-03-04T22:21:39Z,87
2018-03-04T22:21:47Z,90
2018-03-04T22:21:52Z,87
2018-03-04T22:21:57Z,94
2018-03-04T22:22:06Z,93
2018-03-04T22:22:18Z,92
2018-03-04T22:22:23Z,99
2018-03-04T22:22:29Z,96
2018-03-04T22:22:38Z,88
2018-03-04T22:22:47Z,87
2018-03-04T22:22:55Z,89
2018-03-04T22:23:04Z,92
2018-03-04T22:23:17Z,89
2018-03-04T22:23:23Z,85
2018-03-04T22:23:27Z,85
2018-03-04T22:23:36Z,90
2018-03-04T22:23:46Z,88
2018-03-04T22:24:05Z,89
2018-03-04T22:24:18Z,86
2018-03-04T22:24:23Z,86
2018-03-04T22:24:32Z,90
2018-03-04T22:24:37Z,95
2018-03-04T22:24:47Z,88
2018-03-04T22:25:04Z,86
2018-03-04T22:25:18Z,86
2018-03-04T22:25:28Z,87
2018-03-04T22:25:43Z,89
2018-03-04T22:25:50Z,85
2018-03-04T22:25:57Z,87
2018-03-04T22:26:16Z,88
2018-03-04T22:26:23Z,88
2018-03-04T22:26:28Z,92
2018-03-04T22:26:41Z,89
2018-03-04T22:26:56Z,87
2018-03-04T22:27:05Z,88
2018-03-04T22:27:10Z,91
2018-03-04T22:27:18Z,91
2018-03-04T22:27:27Z,95
2018-03-04T22:27:32Z,97
2018-03-04T22:27:39Z,92
2018-03-04T22:27:48Z,86
2018-03-04T22:27:53Z,78
2018-03-04T22:27:58Z,71
2018-03-04T22:28:05Z,78
2018-03-04T22:28:10Z,89
2018-03-04T22:28:22Z,89
2018-03-04T22:28:33Z,84
2018-03-04T22:28:43Z,83
2018-03-04T22:28:57Z,85
2018-03-04T22:29:06Z,87
2018-03-04T22:29:18Z,86
2018-03-04T22:29:30Z,86
2018-03-04T22:29:45Z,88
2018-03-04T22:29:54Z,89
2018-03-04T22:30:00Z,93
2018-03-04T22:30:15Z,93
2018-03-04T22:30:27Z,88
2018-03-04T22:30:43Z,87
2018-03-04T22:30:51Z,89
2018-03-04T22:31:01Z,92
2018-03-04T22:31:10Z,88
2018-03-04T22:31:21Z,86
2018-03-04T22:31:33Z,85
2018-03-04T22:31:39Z,85
2018-03-04T22:31:48Z,85
2018-03-04T22:31:53Z,83
2018-03-04T22:32:01Z,82
2018-03-04T22:32:11Z,84
2018-03-04T22:32:18Z,88
2018-03-04T22:32:28Z,85
2018-03-04T22:32:42Z,86
2018-03-04T22:32:50Z,87
2018-03-04T22:33:03Z,86
2018-03-04T22:33:11Z,86
2018-03-04T22:33:23Z,89
2018-03-04T22:33:32Z,87
2018-03-04T22:33:43Z,87
2018-03-04T22:33:49Z,84
2018-03-04T22:33:57Z,85
2018-03-04T22:34:03Z,82
2018-03-04T22:34:24Z,84
2018-03-04T22:34:29Z,86
2018-03-04T22:34:34Z,89
2018-03-04T22:34:44Z,93
2018-03-04T22:34:57Z,89
2018-03-04T22:35:07Z,90
2018-03-04T22:35:13Z,88
2018-03-04T22:35:19Z,83
2018-03-04T22:35:33Z,84
2018-03-04T22:35:44Z,87
2018-03-04T22:35:55Z,88
2018-03-04T22:36:06Z,88
2018-03-04T22:36:11Z,80
2018-03-04T22:36:17Z,65
2018-03-04T22:36:23Z,67
2018-03-04T22:36:28Z,80
2018-03-04T22:36:33Z,86
2018-03-04T22:36:42Z,92
2018-03-04T22:36:52Z,95
2018-03-04T22:37:00Z,95
2018-03-04T22:37:05Z,91
2018-03-04T22:37:10Z,85
2018-03-04T22:37:23Z,82
2018-03-04T22:37:42Z,84
2018-03-04T22:37:50Z,85
2018-03-04T22:37:57Z,86
2018-03-04T22:38:06Z,81
2018-03-04T22:38:11Z,86
2018-03-04T22:38:16Z,84
2018-03-04T22:38:21Z,82
2018-03-04T22:38:26Z,73
2018-03-04T22:38:31Z,76
2018-03-04T22:38:38Z,85
2018-03-04T22:38:51Z,88
2018-03-04T22:38:56Z,89
2018-03-04T22:39:04Z,85
2018-03-04T22:39:14Z,85
2018-03-04T22:39:24Z,84
2018-03-04T22:39:29Z,74
2018-03-04T22:39:34Z,85
2018-03-04T22:39:39Z,91
2018-03-04T22:39:48Z,91
2018-03-04T22:39:57Z,87
2018-03-04T22:40:10Z,86
2018-03-04T22:40:17Z,82
2018-03-04T22:40:22Z,85
2018-03-04T22:40:39Z,88
2018-03-04T22:40:47Z,87
2018-03-04T22:41:00Z,83
2018-03-04T22:41:08Z,85
2018-03-04T22:41:20Z,86
2018-03-04T22:41:32Z,86
2018-03-04T22:41:45Z,86
2018-03-04T22:41:59Z,88
2018-03-04T22:42:18Z,90
2018-03-04T22:42:29Z,92
2018-03-04T22:42:38Z,94
2018-03-04T22:42:48Z,89
2018-03-04T22:43:01Z,89
2018-03-04T22:43:10Z,88
2018-03-04T22:43:22Z,89
2018-03-04T22:43:29Z,87
2018-03-04T22:43:38Z,88
2018-03-04T22:43:49Z,89
2018-03-04T22:43:58Z,88
2018-03-04T22:44:12Z,91
2018-03-04T22:44:18Z,89
2018-03-04T22:44:26Z,91
2018-03-04T22:44:33Z,89
2018-03-04T22:44:42Z,91
2018-03-04T22:44:52Z,92
2018-03-04T22:45:01Z,95
2018-03-04T22:45:14Z,91
2018-03-04T22:45:31Z,90
2018-03-04T22:45:36Z,86
2018-03-04T22:45:41Z,88
2018-03-04T22:45:47Z,88
2018-03-04T22:46:05Z,87
2018-03-04T22:46:21Z,87
2018-03-04T22:46:31Z,88
2018-03-04T22:46:36Z,87
2018-03-04T22:46:47Z,89
2018-03-04T22:47:00Z,88
2018-03-04T22:47:09Z,92
2018-03-04T22:47:19Z,89
2018-03-04T22:47:27Z,86
2018-03-04T22:47:33Z,91
2018-03-04T22:47:38Z,92
2018-03-04T22:47:49Z,91
2018-03-04T22:47:56Z,90
2018-03-04T22:48:06Z,94
2018-03-04T22:48:19Z,95
2018-03-04T22:48:28Z,98
2018-03-04T22:48:33Z,92
2018-03-04T22:48:42Z,90
2018-03-04T22:48:48Z,89
2018-03-04T22:48:58Z,87
2018-03-04T22:49:06Z,88
2018-03-04T22:49:16Z,91
2018-03-04T22:49:24Z,92
2018-03-04T22:49:34Z,88
2018-03-04T22:49:39Z,88
2018-03-04T22:49:53Z,91
2018-03-04T22:50:00Z,90
2018-03-04T22:50:06Z,91
2018-03-04T22:50:11Z,88
2018-03-04T22:50:16Z,82
2018-03-04T22:50:21Z,94
2018-03-04T22:50:26Z,89
2018-03-04T22:50:31Z,83
2018-03-04T22:50:36Z,91
2018-03-04T22:50:56Z,93
2018-03-04T22:51:10Z,95
2018-03-04T22:51:15Z,99
2018-03-04T22:51:24Z,99
2018-03-04T22:51:29Z,98
2018-03-04T22:51:41Z,94
2018-03-04T22:51:49Z,94
2018-03-04T22:52:02Z,92
2018-03-04T22:52:10Z,88
2018-03-04T22:52:19Z,92
2018-03-04T22:52:26Z,92
2018-03-04T22:52:38Z,94
2018-03-04T22:52:52Z,95
2018-03-04T22:53:02Z,92
2018-03-04T22:53:11Z,89
2018-03-04T22:53:17Z,84
2018-03-04T22:53:22Z,87
2018-03-04T22:53:42Z,90
2018-03-04T22:53:56Z,92
2018-03-04T22:54:08Z,91
2018-03-04T22:54:20Z,91
2018-03-04T22:54:28Z,93
2018-03-04T22:54:43Z,92
2018-03-04T22:54:56Z,94
2018-03-04T22:55:02Z,92
2018-03-04T22:55:10Z,92
2018-03-04T22:55:17Z,94
2018-03-04T22:55:31Z,94
2018-03-04T22:55:39Z,92
2018-03-04T22:55:48Z,95
2018-03-04T22:55:55Z,90
2018-03-04T22:56:04Z,88
2018-03-04T22:56:13Z,89
2018-03-04T22:56:21Z,92
2018-03-04T22:56:27Z,90
2018-03-04T22:56:36Z,91
2018-03-04T22:56:45Z,92
2018-03-04T22:56:59Z,95
2018-03-04T22:57:10Z,94
2018-03-04T22:57:15Z,91
2018-03-04T22:57:20Z,93
2018-03-04T22:57:29Z,90
2018-03-04T22:57:34Z,81
2018-03-04T22:57:42Z,86
2018-03-04T22:57:52Z,91
2018-03-04T22:58:00Z,98
2018-03-04T22:58:08Z,94
2018-03-04T22:58:14Z,88
2018-03-04T22:58:24Z,92
2018-03-04T22:58:29Z,93
2018-03-04T22:58:34Z,95
2018-03-04T22:58:43Z,93
2018-03-04T22:58:48Z,93
2018-03-04T22:58:57Z,95
2018-03-04T22:59:07Z,94
2018-03-04T22:59:12Z,97
2018-03-04T22:59:18Z,98
2018-03-04T22:59:30Z,97
2018-03-04T22:59:40Z,92
2018-03-04T22:59:55Z,91
2018-03-04T23:00:04Z,89
2018-03-04T23:00:11Z,93
2018-03-04T23:00:22Z,95
2018-03-04T23:00:32Z,90
2018-03-04T23:00:44Z,89
2018-03-04T23:00:53Z,89
2018-03-04T23:01:05Z,89
2018-03-04T23:01:20Z,92
2018-03-04T23:01:29Z,92
2018-03-04T23:01:38Z,96
2018-03-04T23:01:43Z,93
2018-03-04T23:01:55Z,93
2018-03-04T23:02:08Z,93
2018-03-04T23:02:13Z,90
2018-03-04T23:02:26Z,95
2018-03-04T23:02:32Z,93
2018-03-04T23:02:47Z,89
2018-03-04T23:02:55Z,89
2018-03-04T23:03:08Z,92
2018-03-04T23:03:16Z,91
2018-03-04T23:03:29Z,92
2018-03-04T23:03:42Z,94
2018-03-04T23:03:51Z,97
2018-03-04T23:03:57Z,95
2018-03-04T23:04:11Z,96
2018-03-04T23:04:16Z,93
2018-03-04T23:04:24Z,99
2018-03-04T23:04:36Z,95
2018-03-04T23:04:49Z,95
2018-03-04T23:05:02Z,92
2018-03-04T23:05:18Z,91
2018-03-04T23:05:31Z,92
2018-03-04T23:05:41Z,92
2018-03-04T23:05:54Z,92
2018-03-04T23:06:00Z,92
2018-03-04T23:06:10Z,95
2018-03-04T23:06:15Z,92
2018-03-04T23:06:20Z,93
2018-03-04T23:06:30Z,95
2018-03-04T23:06:37Z,92
2018-03-04T23:06:46Z,91
2018-03-04T23:07:06Z,91
2018-03-04T23:07:21Z,89
2018-03-04T23:07:36Z,88
2018-03-04T23:07:45Z,92
2018-03-04T23:08:02Z,92
2018-03-04T23:08:08Z,92
2018-03-04T23:08:17Z,94
2018-03-04T23:08:24Z,97
2018-03-04T23:08:37Z,100
2018-03-04T23:08:43Z,99
2018-03-04T23:08:55Z,93
2018-03-04T23:09:06Z,92
2018-03-04T23:09:16Z,90
2018-03-04T23:09:28Z,91
2018-03-04T23:09:33Z,92
2018-03-04T23:09:46Z,95
2018-03-04T23:10:02Z,95
2018-03-04T23:10:17Z,93
2018-03-04T23:10:30Z,92
2018-03-04T23:10:39Z,92
2018-03-04T23:10:45Z,97
2018-03-04T23:10:50Z,100
2018-03-04T23:11:02Z,98
2018-03-04T23:11:12Z,93
2018-03-04T23:11:21Z,91
2018-03-04T23:11:35Z,94
2018-03-04T23:11:45Z,95
2018-03-04T23:11:57Z,92
2018-03-04T23:12:08Z,92
2018-03-04T23:12:16Z,92
2018-03-04T23:12:25Z,91
2018-03-04T23:12:30Z,91
2018-03-04T23:12:38Z,89
2018-03-04T23:12:52Z,88
2018-03-04T23:12:58Z,96
2018-03-04T23:13:08Z,94
2018-03-04T23:13:17Z,98
2018-03-04T23:13:27Z,100
2018-03-04T23:13:40Z,100
2018-03-04T23:13:45Z,94
2018-03-04T23:13:54Z,95
2018-03-04T23:14:03Z,97
2018-03-04T23:14:14Z,102
2018-03-04T23:14:21Z,100
2018-03-04T23:14:26Z,89
2018-03-04T23:14:33Z,89
2018-03-04T23:14:41Z,87
2018-03-04T23:14:51Z,85
2018-03-04T23:15:01Z,89
2018-03-04T23:15:09Z,95
2018-03-04T23:15:14Z,101
2018-03-04T23:15:21Z,100
2018-03-04T23:15:27Z,93
2018-03-04T23:15:40Z,92
2018-03-04T23:15:52Z,94
2018-03-04T23:16:06Z,93
2018-03-04T23:16:22Z,94
2018-03-04T23:16:30Z,100
2018-03-04T23:16:43Z,103
2018-03-04T23:16:53Z,99
2018-03-04T23:16:58Z,94
2018-03-04T23:17:03Z,89
2018-03-04T23:17:08Z,94
2018-03-04T23:17:17Z,93
2018-03-04T23:17:24Z,89
2018-03-04T23:17:33Z,89
2018-03-04T23:17:45Z,93
2018-03-04T23:18:00Z,96
2018-03-04T23:18:10Z,94
2018-03-04T23:18:18Z,91
2018-03-04T23:18:25Z,97
2018-03-04T23:18:35Z,99
2018-03-04T23:18:44Z,94
2018-03-04T23:18:54Z,95
2018-03-04T23:19:03Z,95
2018-03-04T23:19:12Z,99
2018-03-04T23:19:22Z,102
2018-03-04T23:19:32Z,98
2018-03-04T23:19:41Z,97
2018-03-04T23:19:50Z,98
2018-03-04T23:19:56Z,93
2018-03-04T23:20:07Z,92
2018-03-04T23:20:12Z,98
2018-03-04T23:20:19Z,93
2018-03-04T23:20:24Z,83
2018-03-04T23:20:30Z,86
2018-03-04T23:20:42Z,90
2018-03-04T23:20:50Z,92
2018-03-04T23:21:01Z,91
2018-03-04T23:21:07Z,95
2018-03-04T23:21:13Z,101
2018-03-04T23:21:23Z,100
2018-03-04T23:21:32Z,95
2018-03-04T23:21:40Z,92
2018-03-04T23:21:48Z,92
2018-03-04T23:22:01Z,94
2018-03-04T23:22:13Z,95
2018-03-04T23:22:20Z,88
2018-03-04T23:22:27Z,89
2018-03-04T23:22:35Z,95
2018-03-04T23:22:40Z,104
2018-03-04T23:22:50Z,103
2018-03-04T23:22:55Z,95
2018-03-04T23:23:02Z,87
2018-03-04T23:23:07Z,90
2018-03-04T23:23:12Z,96
2018-03-04T23:23:24Z,99
2018-03-04T23:23:35Z,98
2018-03-04T23:23:40Z,101
2018-03-04T23:23:46Z,98
2018-03-04T23:23:52Z,95
2018-03-04T23:24:02Z,90
2018-03-04T23:24:10Z,91
2018-03-04T23:24:15Z,95
2018-03-04T23:24:23Z,96
2018-03-04T23:24:32Z,97
2018-03-04T23:24:40Z,100
2018-03-04T23:24:51Z,98
2018-03-04T23:24:58Z,101
2018-03-04T23:25:10Z,105
2018-03-04T23:25:17Z,103
2018-03-04T23:25:27Z,97
2018-03-04T23:25:35Z,92
2018-03-04T23:25:40Z,89
2018-03-04T23:25:48Z,93
2018-03-04T23:25:57Z,99
2018-03-04T23:26:04Z,97
2018-03-04T23:26:13Z,95
2018-03-04T23:26:19Z,96
2018-03-04T23:26:27Z,98
2018-03-04T23:26:33Z,95
2018-03-04T23:26:40Z,97
2018-03-04T23:26:47Z,100
2018-03-04T23:26:52Z,92
2018-03-04T23:26:57Z,90
2018-03-04T23:27:10Z,88
2018-03-04T23:27:19Z,85
2018-03-04T23:27:26Z,80
2018-03-04T23:27:32Z,89
2018-03-04T23:27:40Z,93
2018-03-04T23:27:51Z,91
2018-03-04T23:27:58Z,95
2018-03-04T23:28:08Z,92
2018-03-04T23:28:18Z,89
2018-03-04T23:28:27Z,85
2018-03-04T23:28:32Z,77
2018-03-04T23:28:37Z,76
2018-03-04T23:28:43Z,86
2018-03-04T23:28:50Z,92
2018-03-04T23:29:00Z,95
2018-03-04T23:29:05Z,93
2018-03-04T23:29:13Z,92
2018-03-04T23:29:24Z,95
2018-03-04T23:29:33Z,98
2018-03-04T23:29:38Z,99
2018-03-04T23:29:45Z,102
2018-03-04T23:29:51Z,101
2018-03-04T23:30:02Z,102
2018-03-04T23:30:10Z,98
2018-03-04T23:30:16Z,96
2018-03-04T23:30:25Z,93
2018-03-04T23:30:34Z,98
2018-03-04T23:30:48Z,97
2018-03-04T23:30:59Z,99
2018-03-04T23:31:06Z,99
2018-03-04T23:31:16Z,100
2018-03-04T23:31:27Z,100
2018-03-04T23:31:35Z,102
2018-03-04T23:31:41Z,99
2018-03-04T23:31:53Z,100
2018-03-04T23:32:03Z,101
2018-03-04T23:32:13Z,101
2018-03-04T23:32:19Z,97
2018-03-04T23:32:26Z,98
2018-03-04T23:32:37Z,100
2018-03-04T23:32:45Z,102
2018-03-04T23:32:53Z,101
2018-03-04T23:33:02Z,101
2018-03-04T23:33:10Z,102
2018-03-04T23:33:15Z,103
2018-03-04T23:33:26Z,105
2018-03-04T23:33:31Z,106
2018-03-04T23:33:40Z,110
2018-03-04T23:33:51Z,113
2018-03-04T23:33:57Z,110
2018-03-04T23:34:07Z,106
2018-03-04T23:34:16Z,102
2018-03-04T23:34:22Z,99
2018-03-04T23:34:34Z,96
2018-03-04T23:34:39Z,96
2018-03-04T23:34:44Z,110
2018-03-04T23:34:50Z,102
2018-03-04T23:35:03Z,102
2018-03-04T23:35:12Z,104
2018-03-04T23:35:23Z,102
2018-03-04T23:35:28Z,98
2018-03-04T23:35:36Z,94
2018-03-04T23:35:42Z,94
2018-03-04T23:35:53Z,97
2018-03-04T23:36:00Z,98
2018-03-04T23:36:05Z,84
2018-03-04T23:36:13Z,71
2018-03-04T23:36:19Z,69
2018-03-04T23:36:24Z,74
2018-03-04T23:36:33Z,80
2018-03-04T23:36:39Z,81
2018-03-04T23:36:51Z,84
2018-03-04T23:37:01Z,88
2018-03-04T23:37:07Z,92
2018-03-04T23:37:15Z,94
2018-03-04T23:37:27Z,96
2018-03-04T23:37:36Z,95
2018-03-04T23:37:45Z,90
2018-03-04T23:37:53Z,88
2018-03-04T23:37:59Z,91
2018-03-04T23:38:08Z,91
2018-03-04T23:38:17Z,92
2018-03-04T23:38:22Z,96
2018-03-04T23:38:27Z,100
2018-03-04T23:38:38Z,104
2018-03-04T23:38:45Z,102
2018-03-04T23:38:55Z,99
2018-03-04T23:39:02Z,99
2018-03-04T23:39:11Z,99
